id,phrase,nbsyllabe
2382,La table d harmonie en épicéa,10
2383,Le fond en érable madré,8
2384,Le manche assemblé avec soin,8
2385,Les chevilles ajustées au tour,8
2386,Le vernis appliqué patiemment,9
2387,Couche après couche pendant des mois,8
2388,La sonorité naît peu à peu,9
2389,Le luthier l écoute en expert,8
2390,Il ajuste règle perfectionne,7
2391,Enfin l instrument parle,6
2392,Sa voix portera dans les salles,8
2393,Pour le bonheur des mélomanes,8
2394,Pour des décennies à venir,8
2395,Le potier tourne son argile,7
2396,La masse molle prend forme,5
2397,Sous ses doigts experts,5
2398,Une bouteille un vase un bol,7
2399,Le four cuit ensuite la création,9
2400,L émail colore et protège,7
2401,La poterie sortira fière,8
2402,Pour orner mille tables,5
2403,Pour boire mille thés,4
2404,Pour décorer mille intérieurs,8
2405,L artisan travaille pour les autres,8
2406,Il met son âme dans son ouvrage,8
2407,Il transmet un peu de lui,7
2408,À ceux qui useront de son objet,10
2409,Voilà la grandeur d un métier,8
2410,Voilà la beauté du travail bien fait,10
2411,L aube blanchit l horizon,6
2412,Les premiers oiseaux pépient,7
2413,Le coq lance son cocorico,8
2414,La rosée trempe les herbes,6
2415,Le merle siffle sa chanson,6
2416,Une mésange picore les graines,7
2417,Un rouge-gorge sautille au sol,7
2418,Le bois s éveille doucement,7
2419,Une biche broute la clairière,6
2420,Un faon se cache derrière elle,7
2421,Un sanglier traverse le sentier,9
2422,Ses petits le suivent en file,7
2423,Une renarde sort de son terrier,8
2424,Sa fourrure rousse flamboie,6
2425,Un blaireau rentre se coucher,7
2426,Le silence s installe à nouveau,8
2427,Le promeneur poursuit son chemin,8
2428,Le sentier serpente sous les hêtres,8
2429,Les feuilles bruissent au vent,5
2430,Une source jaillit de la roche,7
2431,L eau cristalline coule,5
2432,Le promeneur boit à mains jointes,7
2433,La fraîcheur le revigore,7
2434,Il reprend sa marche apaisé,8
2435,Le sentier monte vers la crête,7
2436,Les pins remplacent les chênes,6
2437,L air se fait plus vif,5
2438,La vue se découvre soudain,7
2439,Toute la vallée s étend en bas,8
2440,Les villages parsèment les pentes,7
2441,Les clochers pointent vers le ciel,7
2442,Les rivières serpentent dans les prés,8
2443,Les forêts couvrent les collines,7
2444,Quelle harmonie dans ce paysage,9
2445,Quelle paix s en dégage,5
2446,Le promeneur s assied sur un rocher,9
2447,Son sandwich attendait là,7
2448,Une gorgée de thé chaud le réchauffe,9
2449,Une pomme croque sous la dent,6
2450,Le repas frugal le comble,7
2451,Il repart le coeur léger,7
2452,La descente coûte aux genoux,7
2453,Mais le chemin se déroule plaisamment,10
2454,Les heures passent vite,4
2455,Le crépuscule annonce la fin,8
2456,La voiture l attend au parking,8
2457,Il rentre fatigué mais comblé,8
2458,Les muscles fatigués mais le coeur grand,9
2459,Demain il recommencera ailleurs,10
2460,La montagne le rappelle toujours,8
2461,Elle est devenue son refuge,8
2462,Sa cathédrale silencieuse,7
2463,Son temple de pierre et de pin,7
2464,Sa retraite de l agitation,8
2465,Sa source de paix profonde,6
2466,Le café fume dans la tasse,7
2467,Le journal craque entre les doigts,7
2468,Le pain croustille sous la dent,7
2469,Le beurre fond sur la mie,6
2470,La confiture nappe généreusement,10
2471,Le matin commence en douceur,8
2472,Les petits déjeuners de l enfance,9
2473,Les céréales dans le bol,7
2474,Le lait chaud dans la tasse,6
2475,Le chocolat fumant et doux,8
2476,Les tartines beurre confiture,7
2477,La radio en bruit de fond,7
2478,Les nouvelles du matin,6
2479,Le bulletin météo prudent,9
2480,Les embouteillages habituels,8
2481,Les retards des trains aussi,7
2482,Mais on partira quand même,7
2483,Le travail nous attend toujours,8
2484,Les collègues bien sympathiques,7
2485,La machine à café qui rassemble,9
2486,Les conversations du matin,8
2487,Le week-end qu on a passé,7
2488,Les enfants qui font des leurs,7
2489,Les vacances qu on prépare,6
2490,Puis chacun gagne son bureau,7
2491,L ordinateur s allume avec lenteur,10
2492,Les emails s accumulent dans la boîte,9
2493,La première réunion sonne déjà,9
2494,On rejoint la salle Mercure,7
2495,Le chef expose le projet,7
2496,Les questions fusent de toutes parts,7
2497,Les réponses tardent à venir,7
2498,La réunion s éternise,7
2499,Onze heures sonnent enfin,5
2500,Le déjeuner approche de pied ferme,9
2501,La cantine attend impatiente,8
2502,Le menu du jour est affiché,9
2503,Le poulet rôti et frites maison,9
2504,Le poisson en sauce verte,6
2505,Les ratatouilles colorées,7
2506,Les desserts variés à choisir,8
2507,La conversation reprend libre,8
2508,Les sujets fusent gais,5
2509,Le dernier film vu en salle,7
2510,Le dernier livre lu en train,7
2511,La dernière exposition admirée,10
2512,Le dernier concert entendu,8
2513,La culture nous nourrit autant,8
2514,Que le poulet rôti et frites,8
2515,L après-midi reprend lentement,9
2516,Les emails attendent toujours,7
2517,On répond un par un,6
2518,Une décision attend l aval,8
2519,On la valide sans hésiter,8
2520,Une autre exige plus de réflexion,9
2521,On la met de côté pour demain,9
2522,Les heures glissent imperceptiblement,9
2523,Cinq heures du soir approchent,6
2524,Les premiers s en vont déjà,7
2525,On range son bureau soigneusement,9
2526,On éteint son ordinateur,8
2527,On enfile sa veste avec soulagement,11
2528,Bonne soirée à tous lance-t-on,8
2529,À demain matin répondent les autres,9
2530,Le métro nous engloutit à nouveau,10
2531,La foule serrée comme des sardines,8
2532,Les odeurs corporelles dérangent,8
2533,Mais vingt minutes seulement,7
2534,Bientôt à la maison,6
2535,La chaleur du chez-soi nous accueille,9
2536,Les enfants courent à notre rencontre,8
2537,Le chien fait la fête comme jamais,8
2538,Les bisous claquent sur les joues,7
2539,Les nouvelles du jour s échangent,7
2540,Le repas se prépare ensemble,8
2541,Les épluchures volent dans l évier,8
2542,Les casseroles fument joyeusement,9
2543,Une chanson échappe parfois,7
2544,Une danse improvisée surgit,8
2545,Les enfants rient aux éclats,7
2546,Le chien aboie de joie,6
2547,La cuisine devient un théâtre,8
2548,Le repas finit par se servir,9
2549,Les conversations continuent à table,10
2550,Les rires fusent encore,5
2551,La soirée se prolonge tard,7
2552,Les enfants montent se coucher,7
2553,Les parents s installent au salon,8
2554,Un bon livre les attend,6
2555,Une série à regarder ensemble,9
2556,Une partie de cartes complices,7
2557,Une soirée comme tant d autres,6
2558,Mais précieuse comme aucune,6
2559,Car composée de leur vie commune,9
2560,Car pleine de leur amour partagé,9
2561,Le sommeil les gagne enfin,7
2562,Ils gagnent leur lit fatigués,7
2563,Demain sera un autre jour,7
2564,Ils s endorment côte à côte,6
2565,La main de l un dans la main de l autre,9
2566,Comme depuis trente ans déjà,7
2567,Comme pour les trente ans qui restent,7
2568,Le ciel rose du matin réveille,8
2569,Une journée nouvelle commence,7
2570,La même que la veille pourtant,7
2571,Et différente totalement,8
2572,Car chaque jour est unique,6
2573,Car chaque instant est précieux,7
2574,Car chaque souffle est une grâce,6
2575,Apprenons à les apprécier,8
2576,Avant qu il ne soit trop tard,7
2577,Avant que la nuit ne tombe,7
2578,Avant que le silence ne règne,8
2579,Vivons pleinement chaque instant,8
2580,Aimons profondément ceux qui nous entourent,11
2581,Créons sans réserve sans peur,7
2582,Donnons sans compter sans regretter,9
2583,Recevons avec gratitude humble,9
2584,Pardonnons les blessures anciennes,8
2585,Lâchons les rancunes corrosives,8
2586,Cultivons la paix intérieure,8
2587,Diffusons cette paix autour,7
2588,Soyons des artisans de joie,8
2589,Soyons des semeurs d espoir,7
2590,Soyons des gardiens de beauté,8
2591,Soyons des passeurs de tendresse,8
2592,Voilà notre humble vocation,7
2593,Voilà la voie qui nous attend,8
2594,Voilà la promesse à tenir,8
2595,Envers nous-mêmes et envers les autres,9
2596,Envers la vie qui nous est confiée,9
2597,L hiver pose sa main sur le pays,9
2598,Le froid mord les visages,6
2599,Les arbres tendent leurs bras nus,6
2600,Les corbeaux croassent au sommet,8
2601,La neige commence à tomber,7
2602,Les premiers flocons hésitent,7
2603,Puis ils tombent en cascade,6
2604,La terre se couvre de blanc,6
2605,Le silence devient absolu,8
2606,Les pas s étouffent dans la poudre,7
2607,Les enfants sortent en courant,7
2608,La luge glisse sur la pente,6
2609,Le bonhomme de neige se dresse,7
2610,Une carotte lui sert de nez,7
2611,Deux cailloux noirs pour les yeux,7
2612,Une vieille écharpe pour le cou,7
2613,Les bonnets et gants finissent gelés,9
2614,Le retour à la maison s impose,9
2615,Le chocolat chaud attend en cuisine,10
2616,Les joues rouges contre la tasse,6
2617,Les histoires hivernales reprennent,8
2618,Le grand-père raconte ses Noëls,8
2619,La grand-mère se souvient des siens,8
2620,Les enfants écoutent fascinés,8
2621,Les bûches craquent dans le feu,6
2622,Le sapin scintille dans le coin,8
2623,Les paquets attendent au pied,7
2624,Le temps s écoule au ralenti,8
2625,Demain c est Noël on le sait,8
2626,Les rêves se font plus intenses,7
2627,Le sommeil tarde à venir,7
2628,Mais finit par tout emporter,8
2629,Le matin amène les surprises,8
2630,Les paquets sont déchirés en hâte,9
2631,Les jouets retrouvent leurs petits maîtres,8
2632,Les éclats de joie remplissent la pièce,9
2633,Le repas familial s installe,8
2634,La dinde rôtie au four,6
2635,Les marrons en accompagnement,9
2636,La bûche glacée pour finir,7
2637,Le champagne pétille pour les grands,8
2638,Le jus d orange pour les petits,8
2639,Les toasts s enchaînent gaiement,6
2640,Aux absents qu on n oublie pas,7
2641,Aux disparus qu on chérit,7
2642,Aux nouveau-nés qu on accueille,7
2643,À ceux qui sont là présents,7
2644,À l année qui s achève,6
2645,À l année qui va commencer,8
2646,Aux espoirs qu on nourrit,6
2647,Aux projets qu on porte,5
2648,Le repas s éternise heureux,8
2649,L après-midi traîne en douceur,8
2650,Les jeux de société sortent,7
2651,Le Monopoly fait des siennes,8
2652,Les pâtes en bâton circulent,7
2653,Les rires emplissent encore la maison,9
2654,Le soir tombe sans qu on le voie,7
2655,Le dernier repas sera léger,9
2656,Les restes rassasient encore,7
2657,Les invités finissent par partir,9
2658,Les derniers bisous claquent fort,7
2659,Le silence reprend ses droits,7
2660,Les hôtes savourent leur calme,6
2661,Quelle belle journée passée,6
2662,Quels souvenirs précieux engrangés,9
2663,Le sapin attend encore quelques jours,9
2664,Avant qu on ne le démonte enfin,9
2665,Les boules retrouveront leur carton,9
2666,Les guirlandes seront enroulées,8
2667,Le sapin partira au compost,9
2668,La maison reprend son visage habituel,11
2669,Mais les souvenirs resteront,8
2670,Les photos témoigneront longtemps,9
2671,La nouvelle année commence vraiment,9
2672,Les bonnes résolutions sont prises,8
2673,La plupart ne tiendront pas,7
2674,Mais on aura essayé,7
2675,L important c est l intention,7
2676,L important c est la direction,8
2677,L important c est de progresser,8
2678,Pas à pas jour après jour,7
2679,Sans se décourager jamais,8
2680,Sans abandonner ses rêves,7
2681,Sans renoncer à grandir,7
2682,La vie est un long apprentissage,9
2683,Une école sans fin de patience,8
2684,Une école d humilité aussi,9
2685,Une école de persévérance,8
2686,Une école de bonté simple,7
2687,On y apprend à chaque jour,7
2688,On y déçoit et on y se relève,10
2689,On y aime et on y est aimé,9
2690,On y donne et on y reçoit,8
2691,On y meurt à soi pour mieux renaître,9
2692,On y se découvre soi-même,7
2693,On y rencontre l autre vraiment,7
2694,On y touche au mystère parfois,8
2695,Le mystère est partout présent,8
2696,Dans le sourire d un enfant,7
2697,Dans le regard d un vieillard,7
2698,Dans la beauté d une fleur,6
2699,Dans le chant d un oiseau,6
2700,Dans la vague qui se brise,6
2701,Dans le nuage qui passe,5
2702,Dans l étoile qui scintille,6
2703,Dans la nuit qui enveloppe,7
2704,Dans le silence qui parle,6
2705,Dans le souffle qui anime,6
2706,Dans le coeur qui bat,5
2707,Dans la pensée qui jaillit,7
2708,Dans l amour qui rayonne,6
2709,Le mystère nous habite,6
2710,Le mystère nous dépasse,6
2711,Le mystère nous appelle,6
2712,Saurons-nous y répondre,6
2713,Saurons-nous l honorer,6
2714,Saurons-nous le célébrer,7
2715,Voilà le défi de chaque vie,8
2716,Voilà la quête fondamentale,8
2717,Voilà la vraie aventure humaine,9
2718,Bonne route à toi qui lis,6
2719,Bonne quête à toi qui cherches,6
2720,Bon voyage à toi qui pars,7
2721,Bon retour à toi qui reviens,8
2722,Bon repos à toi qui te poses,8
2723,Bon réveil à toi qui dors,7
2724,Bonne vie à toi qui vis,6
2725,Bonne mort à toi qui meurs,6
2726,Que la paix t accompagne toujours,8
2727,Que l amour te porte toujours,7
2728,Que la beauté te ravisse toujours,9
2729,Que la joie te visite souvent,8
2730,Que la grâce t inonde un jour,7
2731,Voilà mes voeux pour toi,6
2732,Voilà mes voeux pour nous tous,7
2733,Voilà ma prière silencieuse,8
2734,Que je murmure en ce moment,8
2735,En écrivant ces derniers mots,8
2736,Sur ce papier qui restera,8
2737,Bien après que je sois parti,8
2738,Mes mots porteront encore,7
2739,Vers d autres yeux d autres coeurs,5
2740,Une trace de mon passage,6
2741,Une preuve de mon amour,6
2742,Pour la vie pour les autres,6
2743,Pour le mystère qui m a porté,8
2744,Au revoir cher lecteur ami,8
2745,À bientôt peut-être ailleurs,7
2746,Dans un livre dans un rêve,6
2747,Dans le souvenir d un proche,7
2748,Dans la fleur qui poussera,7
2749,Là où mes cendres reposeront,8
2750,Adieu et merci surtout,7
2751,Cours,1
2752,Pars,1
2753,Vis,1
2754,Viens,1
2755,Vois,1
2756,Sais,1
2757,Dis,1
2758,Fais,1
2759,Tiens,1
2760,Lis,1
2761,Sens,1
2762,Sors,1
2763,Dors,1
2764,Bois,1
2765,Mets,1
2766,Ris,1
2767,Fuis,1
2768,Crois,1
2769,Mens,1
2770,Mords,1
2771,Joue,1
2772,Plonge,1
2773,Marche,1
2774,Saute,1
2775,Brûle,1
2776,Crie,1
2777,Pleure,1
2778,Chante,1
2779,Danse,1
2780,Rêve,1
2781,Vole,1
2782,Tombe,1
2783,L an,1
2784,L eau,1
2785,L or,1
2786,L art,1
2787,L un,1
2788,L âme,1
2789,L homme,1
2790,L oeuf,1
2791,L huile,1
2792,L hymne,1
2793,L oeil,1
2794,L oie,1
2795,L huître,1
2796,D or,1
2797,D eau,1
2798,D un,1
2799,D ange,1
2800,D huile,1
2801,J ai,1
2802,T as,1
2803,C est,1
2804,S il,1
2805,N est,1
2806,Qu il,1
2807,M as,1
2808,M a,1
2809,Le jour,2
2810,La nuit,2
2811,Le ciel,2
2812,La mer,2
2813,Le vent,2
2814,Le feu,2
2815,La mort,2
2816,La vie,2
2817,La joie,2
2818,La foi,2
2819,Le pain,2
2820,Le vin,2
2821,Le toit,2
2822,Le sang,2
2823,Le coeur,2
2824,Le bras,2
2825,Le pied,2
2826,Le nez,2
2827,Le doigt,2
2828,Le bois,2
2829,L oeil de Dieu,3
2830,Le mois,2
2831,L an neuf,2
2832,Le pré,2
2833,Le port,2
2834,Le pont,2
2835,L huile fond,2
2836,Le riz,2
2837,Le froid,2
2838,Le seuil,2
2839,Mon coeur,2
2840,Ma vie,2
2841,Ton bras,2
2842,Ta voix,2
2843,Sa joie,2
2844,Mon corps,2
2845,Ton ciel,2
2846,Sa foi,2
2847,Mon sort,2
2848,Ta peau,2
2849,Sa peur,2
2850,Mon nom,2
2851,Ton choix,2
2852,Sa vie,2
2853,Notre amour,3
2854,Vous tous,2
2855,Va vite,2
2856,Cours fort,2
2857,Pars loin,2
2858,Viens là,2
2859,Vis bien,2
2860,Lis vite,2
2861,Dis tout,2
2862,Sens bon,2
2863,Tiens fort,2
2864,Bois sec,2
2865,Tais-toi,2
2866,Lève-toi,2
2867,Couche-toi,2
2868,Aime fort,2
2869,Reste là,2
2870,Sois beau,2
2871,Sois fort,2
2872,Sois doux,2
2873,Sois libre,2
2874,Va loin,2
2875,Viens près,2
2876,Le matin,3
2877,Le couchant,3
2878,Le levant,3
2879,La saison,3
2880,La pluie tombe,3
2881,Le ciel pleut,3
2882,La neige fond,3
2883,Le gel mord,3
2884,La glace luit,3
2885,L été chaud,3
2886,L hiver froid,3
2887,L automne roux,3
2888,Le printemps doux,4
2889,La rose s ouvre,3
2890,Le lys s ouvre,3
2891,L iris bleu,3
2892,Le coq chante,3
2893,L âne brait,2
2894,Le chien jappe,3
2895,Le chat dort,3
2896,Le rat fuit,3
2897,L ours mange,2
2898,Le loup hurle,3
2899,Le coucou crie,4
2900,La lune monte,3
2901,Le soleil brille,4
2902,L astre meurt,2
2903,L étoile point,3
2904,Le lac dort,3
2905,La rivière chante,4
2906,Le fleuve coule,3
2907,La mer rugit,4
2908,L océan gronde,4
2909,La vague monte,3
2910,L écume danse,3
2911,Le port dort,3
2912,Le quai grince,3
2913,Le sable luit,3
2914,La plage rit,3
2915,La forêt frémit,5
2916,Le bois craque,3
2917,L arbre ploie,2
2918,La feuille tombe,3
2919,Le bourgeon perce,4
2920,L hiver passe,3
2921,L été vient,3
2922,Le jour fuit,3
2923,La nuit naît,3
2924,L aube point,2
2925,Le soir tombe,3
2926,Minuit sonne,3
2927,Midi brille,3
2928,Trois heures,2
2929,Six heures,2
2930,Le temps passe,3
2931,L heure tourne,2
2932,L horloge bat,3
2933,Le coeur bat,3
2934,Le sang coule,3
2935,Le pouls part,3
2936,L âme vibre,2
2937,L esprit veille,3
2938,Le corps dort,3
2939,La main tremble,3
2940,Le pied glisse,3
2941,L oeil pleure,2
2942,La voix tremble,3
2943,Le mot perce,3
2944,Le rire fuse,3
2945,Le cri jaillit,4
2946,Le chant monte,3
2947,La danse vibre,3
2948,L art demeure,3
2949,Le rêve naît,3
2950,L espoir vit,3
2951,La paix vient,3
2952,L amour brûle,3
2953,Le couple s aime,3
2954,Le baiser scelle,4
2955,La main tient,3
2956,Le geste dit,3
2957,Le coeur sait,3
2958,L âme apprend,3
2959,Le don coule,3
2960,Le pardon naît,4
2961,La grâce tombe,3
2962,Le silence parle,4
2963,Le bruit ment,3
2964,La paix règne,3
2965,La guerre meurt,3
2966,L espoir luit,3
2967,Le rire éclate,4
2968,La joie monte,3
2969,La peine fuit,3
2970,La mort vient,3
2971,La vie reste,3
2972,L amour demeure,4
2973,Tout passe ainsi,4
2974,Tout vient ainsi,4
2975,Tout meurt ainsi,4
2976,Tout naît ainsi,4
2977,Tout coule ainsi,4
2978,Tout danse ainsi,4
2979,Tout vibre ainsi,4
2980,Le mai fleuri,4
2981,L hiver glacé,4
2982,L été rouge,3
2983,L automne d or,3
2984,Le printemps vert,4
2985,Mon ami va bien,5
2986,Ma soeur s en va,4
2987,Mon père dort,3
2988,Ma mère pleure,3
2989,Mon fils grandit,4
2990,Ma fille rêve,3
2991,Le bébé crie,4
2992,La grand-mère sait,4
2993,Le grand-père dort,4
2994,Le voisin part,4
2995,Le facteur passe,4
2996,Le maître écrit,4
2997,L élève apprend,4
2998,Le poète chante,4
2999,Le peintre peint,3
3000,Le sage médite,4
3001,Le poète écrit,5
3002,L oiseau s envole,4
3003,L abeille butine,4
3004,La mouche bourdonne,4
3005,La fourmi marche,4
3006,Le papillon vole,5
3007,La libellule luit,5
3008,Le moustique pique,4
3009,La guêpe gronde,3
3010,Le frelon attaque,5
3011,La sauterelle saute,5
3012,Le grillon chante,4
3013,La cigale crie,4
3014,Le criquet stridule,5
3015,La coccinelle vole,5
3016,Le hanneton bourdonne,6
3017,Le lézard fuit,4
3018,Le serpent ondule,5
3019,La couleuvre glisse,4
3020,La vipère mord,4
3021,Le crapaud croasse,5
3022,La grenouille saute,4
3023,Le têtard nage,4
3024,Le poisson plonge,4
3025,La carpe dort,3
3026,Le brochet attaque,5
3027,La truite saute,3
3028,Le saumon remonte,5
3029,L anguille glisse,3
3030,La pieuvre danse,3
3031,Le crabe court,3
3032,La crevette saute,4
3033,L huître se ferme,3
3034,La moule s ouvre,3
3035,L étoile de mer,4
3036,Le récif vit,4
3037,Le corail rouge,4
3038,L algue verte,2
3039,La méduse flotte,4
3040,Le requin chasse,4
3041,La baleine plonge,4
3042,Le dauphin saute,4
3043,L orque tue,2
3044,Le phoque dort,3
3045,L otarie joue,4
3046,Le morse rugit,4
3047,Le pingouin marche,4
3048,Le manchot plonge,4
3049,L albatros plane,4
3050,Le pélican pêche,5
3051,Le héron veille,4
3052,La cigogne nidifie,6
3053,Le flamand rose,4
3054,Le canard nage,4
3055,L oie cacarde,3
3056,Le cygne glisse,3
3057,La poule pond,3
3058,Le coq fier chante,4
3059,Le poussin pépie,5
3060,Le dindon glougloute,5
3061,La pintade crie,4
3062,Le faisan vole,4
3063,La perdrix court,4
3064,La caille file,3
3065,Le pigeon roucoule,5
3066,La tourterelle gémit,6
3067,Le moineau saute,4
3068,L hirondelle file,4
3069,La mésange picore,5
3070,Le rouge-gorge sautille,5
3071,Le rossignol chante,5
3072,Le merle siffle,3
3073,La grive trille,3
3074,Le pinson chante,4
3075,Le chardonneret crie,6
3076,Le geai bavarde,4
3077,La pie cancane,4
3078,Le corbeau croasse,5
3079,La corneille jacasse,5
3080,Le faucon plonge,4
3081,L aigle plane,2
3082,Le vautour tournoie,5
3083,Le hibou hulule,5
3084,La chouette ulule,4
3085,Le chat-huant crie,4
3086,La chauve-souris vole,5
3087,L écureuil saute,4
3088,Le hérisson pique,5
3089,La taupe creuse,3
3090,Le mulot file,4
3091,Le campagnol fuit,5
3092,Le rat grignote,4
3093,La souris court,4
3094,Le furet chasse,4
3095,La belette glisse,4
3096,L hermine blanche,4
3097,Le putois pue,4
3098,Le blaireau dort,4
3099,Le renard rusé,5
3100,Le sanglier court,5
3101,Le marcassin trotte,5
3102,La laie veille,3
3103,Le cerf brame,3
3104,La biche broute,3
3105,Le faon timide,4
3106,Le chevreuil bondit,5
3107,L élan majestueux,5
3108,Le bouquetin saute,5
3109,Le chamois grimpe,4
3110,La marmotte siffle,4
3111,Le lièvre court,3
3112,Le lapin saute,4
3113,Le castor construit,5
3114,La loutre joue,3
3115,Le vison fuit,4
3116,Le ragondin nage,5
3117,Le pangolin se roule,6
3118,Le tatou se cache,5
3119,Le paresseux dort,5
3120,Le singe grimpe,3
3121,Le chimpanzé rit,5
3122,Le gorille fort,4
3123,L orang-outan rêve,5
3124,Le babouin crie,4
3125,Le ouistiti saute,5
3126,Le lémurien bondit,6
3127,Le maki blanc,4
3128,Le tigre rugit,4
3129,Le lion régnant,4
3130,La lionne chasse,3
3131,Le léopard tape,5
3132,La panthère noire,4
3133,Le guépard court,4
3134,Le jaguar bondit,5
3135,Le puma silencieux,6
3136,Le lynx furtif,4
3137,L ocelot tacheté,6
3138,Le serval long,4
3139,Le caracal souple,5
3140,Le chat sauvage,4
3141,Le chat domestique,5
3142,Le matou bagarreur,6
3143,La chatte fière,3
3144,Le chaton joueur,4
3145,Le chien fidèle,4
3146,Le chiot mignon,4
3147,La chienne maman,4
3148,Le bouledogue fort,5
3149,Le berger vif,4
3150,Le caniche frisé,5
3151,Le bouvier des Flandres,6
3152,Le saint-bernard sauve,5
3153,Le terre-neuve nage,4
3154,Le dalmatien pommelé,7
3155,Le golden retriever,6
3156,Le labrador joueur,5
3157,Le cocker oreilles longues,6
3158,Le beagle pisteur,5
3159,Le teckel court sur pattes,6
3160,Le yorkshire poilu,5
3161,Le pékinois royal,6
3162,Le bouledogue français,6
3163,Le shar-pei plissé,5
3164,Le lévrier rapide,6
3165,Le whippet svelte,4
3166,Le boxer puissant,5
3167,Le rottweiler costaud,6
3168,Le doberman noir,5
3169,Le berger australien,6
3170,Le malinois belge,5
3171,Le husky sibérien,6
3172,Le malamute d Alaska,7
3173,Le samoyède blanc,5
3174,L akita inu,5
3175,Le shiba inu malicieux,8
3176,Le chow-chow violet,5
3177,Le mastiff impressionnant,7
3178,Le bullmastiff fidèle,6
3179,Le terrier obstiné,6
3180,Le jack russell vif,5
3181,Le scottish terrier,5
3182,Le westie blanc,4
3183,Le cairn terrier,4
3184,Le bull terrier énergique,7
3185,Le staffie courageux,6
3186,Le pit bull controversé,7
3187,Le grand danois immense,6
3188,Le setter irlandais roux,7
3189,L épagneul breton,5
3190,Le braque allemand,5
3191,Le pointer anglais,5
3192,Le caniche royal,5
3193,Le bichon maltais,5
3194,Le bichon havanais,6
3195,Le shih tzu fluffy,5
3196,Le carlin plissé,5
3197,Le chihuahua minuscule,7
3198,Le papillon graceful,6
3199,Le toy-poodle mignon,6
3200,Le grand bouvier suisse,5
3201,Le matin se lève,5
3202,Le soir tombe doux,4
3203,La nuit étoilée,5
3204,L aube blanche perce,4
3205,L aurore rosée,4
3206,Le crépuscule violet,6
3207,Le soleil monte haut,5
3208,La lune brille en argent,6
3209,Les nuages glissent,3
3210,Le ciel bleu profond,5
3211,La pluie fine arrose,5
3212,Le vent souffle frais,4
3213,La brume couvre tout,4
3214,Le brouillard s installe,5
3215,La gelée blanche scintille,7
3216,La rosée perle,4
3217,Le givre dessine,4
3218,La neige recouvre,4
3219,Le soleil chauffe,4
3220,L orage gronde,3
3221,La foudre éclate,4
3222,Le tonnerre roule,4
3223,L éclair zèbre,3
3224,La grêle frappe,3
3225,L averse tombe dru,4
3226,La bruine légère,4
3227,Le crachin breton,5
3228,La canicule pèse,5
3229,La sécheresse craque,5
3230,L inondation monte,5
3231,La crue dévaste,4
3232,Le tsunami déferle,6
3233,Le séisme tremble,4
3234,L éruption gronde,4
3235,La lave coule rouge,4
3236,Le volcan se réveille,6
3237,La tempête mugit,5
3238,L ouragan tournoie,5
3239,Le typhon s abat,5
3240,Le cyclone détruit,5
3241,La tornade aspire,5
3242,La trombe d eau bouge,4
3243,Le mistral souffle,4
3244,La tramontane gifle,5
3245,Le sirocco brûle,5
3246,L harmattan sec,4
3247,La mousson trempe,4
3248,Les alizés portent,5
3249,Le foehn chaud descend,5
3250,La bise glace les os,5
3251,Le chinook fond la neige,6
3252,La calme plat règne,4
3253,La risée légère ride,6
3254,La brise marine,4
3255,Le grand frais souffle,4
3256,Le coup de vent claque,5
3257,L ouragan force dix,5
3258,La houle se forme,4
3259,La vague se brise,4
3260,L écume jaillit,4
3261,Le ressac mord,4
3262,Le clapot agite,5
3263,La marée descend,5
3264,La marée monte,4
3265,Le flot vient,3
3266,Le jusant part,4
3267,L étale calme,3
3268,Le mascaret remonte,6
3269,Le rouleau plonge,4
3270,La déferlante massive,6
3271,Le tube parfait,4
3272,La barre dangereuse,5
3273,Le fond sablonneux,5
3274,Le banc de sable,4
3275,L îlot émergé,5
3276,L atoll lointain,4
3277,Le récif corallien,6
3278,La passe étroite,4
3279,Le cap rocheux,4
3280,La pointe extrême,4
3281,La presqu île,2
3282,L isthme étroit,3
3283,Le détroit fameux,5
3284,Le bras de mer,4
3285,Le canal artificiel,7
3286,La baie abritée,5
3287,La crique cachée,4
3288,L anse de pêche,3
3289,La plage déserte,4
3290,La grève rocheuse,4
3291,L estran découvert,5
3292,Le galet roule,4
3293,Le caillou poli,5
3294,La coquille brisée,5
3295,Le crabe à pince,4
3296,Le bigorneau collé,6
3297,La patelle ronde,4
3298,L oursin piquant,4
3299,L étoile cinq branches,4
3300,La raie planante,4
3301,Faim,1
3302,Soif,1
3303,Don,1
3304,Os,1
3305,Sang,1
3306,Chair,1
3307,Sel,1
3308,Lait,1
3309,Pli,1
3310,Pied,1
3311,Bras,1
3312,Front,1
3313,Cou,1
3314,Toit,1
3315,Sol,1
3316,Lieu,1
3317,Mois,1
3318,Pré,1
3319,Champ,1
3320,Bord,1
3321,Voeu,1
3322,Vol,1
3323,Cor,1
3324,Air,1
3325,Heure,1
3326,Cri,1
3327,Voix,1
3328,Mot,1
3329,Nom,1
3330,Sort,1
3331,Tour,1
3332,Trait,1
3333,Pont,1
3334,Foi,1
3335,Loi,1
3336,Roi,1
3337,Chef,1
3338,Beau,1
3339,Bon,1
3340,Doux,1
3341,Fort,1
3342,Vrai,1
3343,Faux,1
3344,Vieux,1
3345,Frais,1
3346,Sec,1
3347,Net,1
3348,Plat,1
3349,Cru,1
3350,Mûr,1
3351,Pur,1
3352,Fou,1
3353,Sot,1
3354,Crois,1
3355,Plains,1
3356,Joins,1
